review_text,sentiment
Regret buying this smartphone. Not worth the price.,negative
Wonderful speaker! Will buy again!,positive
Poor quality camera. Poor quality.,negative
Disappointing laptop. Not worth the price.,negative
This cable is okay. Average quality.,neutral
Regret buying this camera. Not as described.,negative
Great charger with great battery life. Exactly what I wanted.,positive
Outstanding speaker. Exactly what I wanted.,positive
Great keyboard with comfortable to use. Better than expected.,positive
Excellent memory card! Worth every penny!,positive
Great mouse with premium feel. Very satisfied with the purchase.,positive
This printer is okay. Average quality.,neutral
"This headphones is okay. Not bad, not great.",neutral
I love this cable. Will buy again!,positive
Regret buying this keyboard. Poor quality.,negative
This smartphone is amazing! Exactly what I wanted.,positive
Basic laptop. Could be better.,neutral
Excellent smartwatch! Perfect for my needs.,positive
Superb printer. Better than expected.,positive
Decent memory card. Nothing special.,neutral
Great powerbank with reliable performance. Better than expected.,positive
Waste of money on this headphones. Regret the purchase.,negative
Superb speaker. Better than expected.,positive
Great laptop with reliable performance. Exceeded my expectations.,positive
Excellent printer! Will buy again!,positive
Horrible printer. Would not recommend.,negative
Worst camera ever. Not worth the price.,negative
Brilliant mouse! Exceeded my expectations.,positive
Useless monitor. Not as described.,negative
Excellent cable! Will buy again!,positive
The keyboard is fine. Nothing special.,neutral
Not bad laptop. Decent for the price.,neutral
This webcam is amazing! Will buy again!,positive
Bad smartwatch. Terrible experience.,negative
Excellent smartphone! Very satisfied with the purchase.,positive
Wonderful mouse! Perfect for my needs.,positive
Poor quality webcam. Stay away from this.,negative
This monitor is amazing! Great value for money.,positive
Outstanding router. Great value for money.,positive
Poor quality mouse. Not as described.,negative
Fantastic laptop! Perfect for my needs.,positive
The powerbank is fine. Acceptable quality.,neutral
Waste of money on this speaker. Would not recommend.,negative
Regret buying this memory card. Not as described.,negative
Great memory card with fast processing. Worth every penny!,positive
Brilliant tablet! Exactly what I wanted.,positive
Great smartwatch with innovative features. Exceeded my expectations.,positive
Outstanding smartphone. Exceeded my expectations.,positive
Decent smartwatch. Average quality.,neutral
This tablet is okay. Decent for the price.,neutral
Brilliant mouse! Highly recommended!,positive
Wonderful powerbank! Will buy again!,positive
Usual keyboard. Decent for the price.,neutral
This hard drive is terrible. Poor quality.,negative
This monitor is amazing! Perfect for my needs.,positive
Regular tablet. Could be better.,neutral
Regret buying this smartwatch. Stay away from this.,negative
Awful printer! Poor quality.,negative
Average charger. As expected.,neutral
Excellent powerbank! Couldn't be happier!,positive
Usual monitor. Nothing special.,neutral
Excellent printer! Exceeded my expectations.,positive
Usual powerbank. Average quality.,neutral
Worst headphones ever. Poor quality.,negative
Waste of money on this keyboard. Terrible experience.,negative
Horrible mouse. Regret the purchase.,negative
Average memory card. Average quality.,neutral
Decent router. Decent for the price.,neutral
Horrible microphone. Complete waste of money.,negative
Horrible router. Regret the purchase.,negative
The laptop is fine. As expected.,neutral
Wonderful smartwatch! Better than expected.,positive
Best mouse I've ever used. Exactly what I wanted.,positive
Acceptable memory card. Standard features.,neutral
Decent headphones. Meets basic requirements.,neutral
Bad tablet. Not worth the price.,negative
Brilliant smartphone! Highly recommended!,positive
Wonderful microphone! Great value for money.,positive
Average keyboard. Meets basic requirements.,neutral
Fantastic laptop! Worth every penny!,positive
Outstanding memory card. Great value for money.,positive
Fantastic camera! Exceeded my expectations.,positive
Regret buying this cable. Stay away from this.,negative
Acceptable speaker. Nothing special.,neutral
Regret buying this monitor. Not as described.,negative
Regular smartphone. Meets basic requirements.,neutral
Average router. Acceptable quality.,neutral
Brilliant headphones! Will buy again!,positive
"Usual tablet. Not bad, not great.",neutral
Poor quality mouse. Not as described.,negative
I love this laptop. Highly recommended!,positive
The mouse is fine. Meets basic requirements.,neutral
Useless monitor. Not as described.,negative
Worst smartwatch ever. Very misleading.,negative
Standard memory card. Serves its purpose.,neutral
This earphones is okay. Serves its purpose.,neutral
Excellent mouse! Very satisfied with the purchase.,positive
Superb printer. Will buy again!,positive
Waste of money on this charger. Would not recommend.,negative
Basic microphone. Serves its purpose.,neutral
Disappointing memory card. Terrible experience.,negative
This router is terrible. Would not recommend.,negative
Bad webcam. Not as described.,negative
Brilliant microphone! Very satisfied with the purchase.,positive
Bad speaker. Poor quality.,negative
Average printer. Decent for the price.,neutral
Average powerbank. Decent for the price.,neutral
Acceptable memory card. Decent for the price.,neutral
This headphones is amazing! Will buy again!,positive
Fantastic mouse! Exactly what I wanted.,positive
Brilliant webcam! Couldn't be happier!,positive
Disappointing speaker. Regret the purchase.,negative
This mouse is amazing! Worth every penny!,positive
Regret buying this cable. Would not recommend.,negative
Worst hard drive ever. Terrible experience.,negative
Useless keyboard. Would not recommend.,negative
Poor quality camera. Not worth the price.,negative
Waste of money on this keyboard. Very disappointed.,negative
Brilliant camera! Perfect for my needs.,positive
Standard tablet. Serves its purpose.,neutral
This charger is okay. Nothing special.,neutral
Excellent camera! Great value for money.,positive
Poor quality printer. Stay away from this.,negative
Great cable with premium feel. Worth every penny!,positive
Not bad smartphone. As expected.,neutral
This tablet is amazing! Very satisfied with the purchase.,positive
Not bad charger. As expected.,neutral
This smartwatch is terrible. Not as described.,negative
Wonderful webcam! Better than expected.,positive
Fantastic hard drive! Exactly what I wanted.,positive
Bad mouse. Regret the purchase.,negative
Excellent smartphone! Worth every penny!,positive
Best microphone I've ever used. Better than expected.,positive
Awful laptop! Poor quality.,negative
Worst smartwatch ever. Would not recommend.,negative
Bad cable. Very disappointed.,negative
Standard smartwatch. Nothing special.,neutral
This headphones is amazing! Better than expected.,positive
Useless camera. Regret the purchase.,negative
I love this headphones. Exceeded my expectations.,positive
Waste of money on this speaker. Not as described.,negative
Standard webcam. Serves its purpose.,neutral
Bad hard drive. Not as described.,negative
Usual laptop. Meets basic requirements.,neutral
Awful webcam! Not as described.,negative
Disappointing powerbank. Poor quality.,negative
Regret buying this keyboard. Terrible experience.,negative
Waste of money on this memory card. Very disappointed.,negative
Regular speaker. As expected.,neutral
Acceptable powerbank. Serves its purpose.,neutral
This smartphone is amazing! Great value for money.,positive
Superb powerbank. Perfect for my needs.,positive
Poor quality smartwatch. Not as described.,negative
Decent earphones. Nothing special.,neutral
Bad speaker. Complete waste of money.,negative
Superb smartphone. Great value for money.,positive
Basic laptop. Standard features.,neutral
Horrible monitor. Very misleading.,negative
Best laptop I've ever used. Exceeded my expectations.,positive
Waste of money on this earphones. Regret the purchase.,negative
Fantastic printer! Couldn't be happier!,positive
Not bad microphone. As expected.,neutral
I love this headphones. Will buy again!,positive
Outstanding speaker. Will buy again!,positive
